ProbeName	ProbeDisplayName	TargetName	HUGOSymbol	Accessions	GenomeBuild	GenomicPosition	AnalyteType	CodeClass	ProbePool	TargetGroup	GeneID
38708	C10orf71_01	C10orf71	C10orf71	"XM_005269477.3,XM_005269476.4,XM_005269478.4,NM_001135196.2,XM_017015619.1"	GRCh38.p13	chr10:49323089-49323138	RNA	Endogenous	01	All Targets	118461
42735	MED1_01	MED1	MED1	"XM_006721957.2,XM_017024779.2,NM_004774.4,XM_005257465.3"	GRCh38.p13	chr17:39447850-39447899	RNA	Endogenous	01	All Targets	5469
45870	ORMDL1_01	ORMDL1	ORMDL1	"NM_001371388.1,NR_163942.1,NM_001371384.1,XM_017005347.1,NM_001371387.1,NM_001371386.1,NM_001371385.1,XM_005246970.3,NM_016467.5,NM_001128150.2"	GRCh38.p13	chr2:189782487-189782536	RNA	Endogenous	01	All Targets	94101
1188	CCL7_01	CCL7	CCL7	NM_006273.4	GRCh38.p13	chr17:34271734-34271771	RNA	Endogenous	01	All Targets	6354
35309	GPR173_01	GPR173	GPR173	"NM_018969.6,XM_011530798.2"	GRCh38.p13	chrX:53077173-53077207	RNA	Endogenous	01	All Targets	54328
36950	KIAA0930_01	KIAA0930	KIAA0930	"NM_001009880.2,NM_015264.2,XM_011530017.2,XM_017028672.1"	GRCh38.p13	chr22:45195855-45195904	RNA	Endogenous	01	All Targets	23313
41725	SNRPC_01	SNRPC	SNRPC	"NR_029472.1,NM_003093.3"	GRCh38.p13	chr6:34773616-34773665	RNA	Endogenous	01	All Targets	6631
43684	TAF10_01	TAF10	TAF10	NM_006284.4	GRCh38.p13	chr11:6611425-6611680	RNA	Endogenous	01	All Targets	6881
49734	CCSAP_01	CCSAP	CCSAP	"XR_001736958.2,NM_145257.5"	GRCh38.p13	chr1:229323822-229323871	RNA	Endogenous	01	All Targets	126731
49555	TMEM125_01	TMEM125	TMEM125	"NM_144626.3,NM_001320244.2,XM_011540705.2,XM_005270467.4"	GRCh38.p13	chr1:43273329-43273368	RNA	Endogenous	01	All Targets	128218
48701	LTV1_01	LTV1	LTV1	"NM_032860.5,NM_001329953.1"	GRCh38.p13	chr6:143863533-143863582	RNA	Endogenous	01	All Targets	84946
47122	PDLIM1_01	PDLIM1	PDLIM1	"NM_020992.4,XM_011540330.1"	GRCh38.p13	chr10:95238585-95238634	RNA	Endogenous	01	All Targets	9124
44395	PRDM2_01	PRDM2	PRDM2	"XM_017002259.2,XM_017002261.2,XM_017002263.2,XM_017002257.1,XM_017002256.1,XR_002957562.1,XM_017002262.1,NM_001007257.3,XM_017002255.1,XM_017002260.2,NM_015866.4,NM_012231.4"	GRCh38.p13	chr1:13782165-13782214	RNA	Endogenous	01	All Targets	7799
43480	MYH10_01	MYH10	MYH10	"XM_017024678.1,XM_017024680.1,NM_005964.4,XM_011523875.2,XM_017024681.1,XM_011523880.2,XM_017024679.1,XM_011523879.2,XM_017024682.1,NM_001256095.1,NM_001256012.3,NM_001375266.1,XM_011523878.2"	GRCh38.p13	chr17:8474689-8474738	RNA	Endogenous	01	All Targets	4628
13118	RPL32_01	RPL32	RPL32	"NM_001007073.1,NM_001007074.1,NM_000994.4"	GRCh38.p13	chr3:12836127-12836161	RNA	Endogenous	01	All Targets	6161
51820	TLK2_01	TLK2	"LOC101928451,TLK2"	"XM_024450553.1,XM_024450552.1,XM_011524229.2,XM_011524228.3,XM_011524224.3,XM_011524215.2,XM_011524227.2,XM_011524221.2,XM_011524223.3,XM_011524222.3,XR_927951.2,XM_011524216.2,XM_011524225.3,XM_011524217.3,XM_017024048.2,XM_017024049.2,XM_011524218.2,XM_017024060.1,NM_001330418.2,XM_017024044.1,XM_011524226.2,XR_927954.3,NM_001284363.1,XM_017024051.2,XM_017024050.1,XM_017024055.2,XR_927952.3,XM_011524231.1,NM_001375271.1,XR_927953.3,XM_017024054.2,NM_001375270.1,XR_927955.2,XM_017024053.2,XM_011524220.2,NM_001375269.1,NM_001284333.2,XM_017024057.1,XM_017024056.2,NM_006852.6,NM_001375273.1,NM_001375272.1"	GRCh38.p13	"chr7:128577982-128578031,chr17:62522222-62522271"	RNA	Endogenous	01	All Targets	11011
43178	PIGK_01	PIGK	PIGK	NM_005482.3	GRCh38.p13	chr1:77169330-77169379	RNA	Endogenous	01	All Targets	10026
47235	OPRPN_01	OPRPN	OPRPN	"NM_001302807.2,NM_021225.5,NR_126503.2"	GRCh38.p13	chr4:70409935-70409984	RNA	Endogenous	01	All Targets	58503
37995	ARRDC5_01	ARRDC5	ARRDC5	"XM_017027144.1,NM_001080523.3,XM_017027145.1,XM_005259616.2,XM_024451651.1,NM_001367189.2,XM_011528181.2"	GRCh38.p13	chr19:4896680-4896729	RNA	Endogenous	01	All Targets	645432
35465	RAB27A_01	RAB27A	RAB27A	"XM_005254576.5,NM_183234.2,XM_011521852.1,XM_011521856.2,NM_183235.3,NM_004580.5,XM_011521855.3,XM_011521854.1,NM_183236.3,XM_024450009.1"	GRCh38.p13	chr15:55223944-55223980	RNA	Endogenous	01	All Targets	5873
41695	SLC9A2_01	SLC9A2	SLC9A2	NM_003048.6	GRCh38.p13	chr2:102708589-102708638	RNA	Endogenous	01	All Targets	6549
47202	G6PC2_01	G6PC2	G6PC2	"XM_011511565.3,NM_021176.3,NM_001081686.2,XM_011511564.3"	GRCh38.p13	chr2:168907662-168907711	RNA	Endogenous	01	All Targets	57818
35583	ZNF717_01	ZNF717	ZNF717	"NM_001324026.2,NM_001290210.2,NM_001324027.1,XM_024453284.1,NM_001290208.3,XM_024453285.1,XM_006712912.4,NM_001324028.1,XM_011533244.3,XM_011533249.3,XM_011533250.3,XM_005264711.4,XM_011533248.2,NM_001290209.3,XM_011533251.2,XM_011533245.3,NM_001128223.3,XM_011533246.3"	GRCh38.p13	chr3:75741351-75741631	RNA	Endogenous	01	All Targets	100131827
35630	APC_01	APC	APC	"NM_001354899.2,NM_000038.6,NM_001354902.2,NM_001354896.2,NM_001354906.2,NM_001354903.2,NM_001354897.2,NM_001127511.3,NM_001354900.2,NM_001127510.3,NM_001354904.2,NM_001354901.2,NM_001354905.2,NM_001354898.2,NM_001354895.2"	GRCh38.p13	chr5:112842438-112842487	RNA	Endogenous	01	All Targets	324
34974	REELD1_01	REELD1	REELD1	"XM_024454031.1,XM_024454030.1,NM_001354631.1,NM_001371071.1"	GRCh38.p13	chr4:146228236-146228274	RNA	Endogenous	01	All Targets	345051
36798	KRTAP5-1_01	KRTAP5-1	KRTAP5-1	NM_001005922.1	GRCh38.p13	chr11:1584401-1584450	RNA	Endogenous	01	All Targets	387264
38931	TCTN2_01	TCTN2	TCTN2	"NM_001143850.3,XM_017019974.1,XM_017019975.1,XM_006719605.3,NM_024809.5,XM_005253623.2"	GRCh38.p13	chr12:123671188-123671237	RNA	Endogenous	01	All Targets	79867
45126	KBTBD11_01	KBTBD11	KBTBD11	"XM_017014115.2,XM_017014114.2,XM_011534771.2,NM_014867.3,XM_011534772.2,XM_017014117.2,XM_017014116.1"	GRCh38.p13	chr8:2000585-2000631	RNA	Endogenous	01	All Targets	9920
40370	KLHL32_01	KLHL32	KLHL32	"NM_001286254.2,NM_001323258.1,XM_005266813.5,NM_001323260.1,NM_052904.4,NM_001323261.1,NM_001323252.1,NM_001323259.2,NM_001286251.1,NM_001323253.1,NR_136580.1,NM_001323263.1,NM_001286252.2,NM_001323262.1,NR_136579.1,NM_001323256.2,XM_017010229.2,NM_001286250.1,XR_001743153.2"	GRCh38.p13	chr6:97085205-97085254	RNA	Endogenous	01	All Targets	114792
39625	GSTO1_01	GSTO1	GSTO1	"NM_001191003.1,NM_001191002.1,NM_004832.3"	GRCh38.p13	chr10:104266086-104266135	RNA	Endogenous	01	All Targets	9446
49593	ZNF582_01	ZNF582	ZNF582	"NM_001320371.2,NM_144690.3,XR_430188.3"	GRCh38.p13	chr19:56383816-56383865	RNA	Endogenous	01	All Targets	147948
48172	ZNF442_01	ZNF442	ZNF442	"XM_006722908.3,XM_017027317.1,NM_001363774.1,XM_017027316.1,NM_030824.3,XM_017027318.2"	GRCh38.p13	chr19:12351256-12351305	RNA	Endogenous	01	All Targets	79973
39164	ANXA6_01	ANXA6	ANXA6	"NM_001363114.2,NM_001155.5,NM_001193544.2"	GRCh38.p13	chr5:151103685-151105286	RNA	Endogenous	01	All Targets	309
40300	CHRDL2_01	CHRDL2	CHRDL2	"NM_001304391.1,NM_001278473.3,NM_015424.6,NM_001304416.1,NM_001304417.1,NM_001304415.1,NM_001304390.1"	GRCh38.p13	chr11:74706501-74706536	RNA	Endogenous	01	All Targets	25884
12276	HSPB3_01	HSPB3	HSPB3	NM_006308.3	GRCh38.p13	chr5:54455863-54455900	RNA	Endogenous	01	All Targets	8988
36395	OR5D18_01	OR5D18	OR5D18	NM_001001952.1	GRCh38.p13	chr11:55820072-55820114	RNA	Endogenous	01	All Targets	219438
51063	P4HA3_01	P4HA3	P4HA3	"XR_001747838.1,XR_001747840.1,XR_001747837.1,NR_110031.2,XR_001747836.1,NM_182904.5,NM_001288748.2,XR_001747839.1"	GRCh38.p13	chr11:74286367-74289100	RNA	Endogenous	01	All Targets	283208
34956	ZDHHC2_01	ZDHHC2	ZDHHC2	"XM_011544549.3,XM_011544546.3,NM_016353.5,NM_001362989.1,XM_024447177.1,NM_001362988.1,XM_011544544.3,XM_011544545.3,XM_011544548.3"	GRCh38.p13	chr8:17197602-17197637	RNA	Endogenous	01	All Targets	51201
46615	HOXC5_01	HOXC5	HOXC5	"NR_003084.3,NM_018953.4"	GRCh38.p13	chr12:54034319-54034368	RNA	Endogenous	01	All Targets	3222
45813	UPB1_01	UPB1	UPB1	"XM_011530225.2,XM_011530222.2,XR_001755249.1,XM_017028825.1,XM_017028828.1,XR_001755250.1,XR_937867.2,XM_011530223.2,NM_016327.3,XM_017028826.1,XM_011530224.2,XM_017028827.2"	GRCh38.p13	chr22:24495496-24500131	RNA	Endogenous	01	All Targets	51733
49324	TIMM29_01	TIMM29	TIMM29	NM_138358.4	GRCh38.p13	chr19:10929853-10929902	RNA	Endogenous	01	All Targets	90580
39149	ANKRD34C_01	ANKRD34C	ANKRD34C	NM_001146341.2	GRCh38.p13	chr15:79294658-79294707	RNA	Endogenous	01	All Targets	390616
47672	ASB8_01	ASB8	ASB8	"NM_001319299.2,NM_001319301.2,NM_001319298.2,NM_001319296.2,NM_024095.5,NM_001319300.2,NM_001319297.2"	GRCh38.p13	chr12:48153414-48153463	RNA	Endogenous	01	All Targets	140461
39630	ANHX_01	ANHX	ANHX	"XR_941396.2,NM_001191054.1,NM_001372060.1,XM_011534824.2,XM_011534818.2,XM_011534825.2,XM_011534822.3,XM_011534823.2,XM_006719743.4"	GRCh38.p13	chr12:133231518-133231562	RNA	Endogenous	01	All Targets	647589
45290	ZCCHC14_01	ZCCHC14	ZCCHC14	"XM_011522964.2,XR_243401.3,XM_017023082.2,NM_015144.3,XM_005255858.3"	GRCh38.p13	chr16:87417705-87417740	RNA	Endogenous	01	All Targets	23174
41954	ZYX_01	ZYX	ZYX	"NM_001362783.2,NM_003461.5,NM_001010972.2"	GRCh38.p13	chr7:143389921-143389970	RNA	Endogenous	01	All Targets	7791
46206	GID8_01	GID8	GID8	NM_017896.3	GRCh38.p13	chr20:62943042-62943083	RNA	Endogenous	01	All Targets	54994
36046	NOS1_01	NOS1	NOS1	"NM_001204214.1,NM_001204213.1,NM_001204218.1,NM_000620.5"	GRCh38.p13	chr12:117278032-117278071	RNA	Endogenous	01	All Targets	4842
44178	UTY_01	UTY	UTY	"NR_047617.1,NR_047599.1,NR_047618.1,NR_047598.1,NR_047647.1,NR_047633.1,NM_001258262.1,NR_047613.1,NM_001258263.1,NR_047616.1,NR_047625.1,NM_001258252.1,NR_047632.1,NR_047643.1,NR_047640.1,NM_001258264.1,NR_047610.1,NM_001258265.1,NM_001258251.1,NR_047611.1,NR_047614.1,NM_001258250.1,NR_047645.1,NR_047596.1,NM_001258254.1,NR_047641.1,NR_047619.1,NR_047621.1,NR_047635.1,NR_047612.1,NR_047642.1,NR_047639.1,NR_047597.1,NM_001258253.1,NR_047627.1,NM_001258257.1,NR_047626.1,NR_047634.1,NR_047646.1,NM_182659.1,NM_001258258.1,NR_047608.1,NR_047637.1,NR_047629.1,NM_001258260.1,NR_047604.1,NM_001258259.1,NM_182660.1,NM_001258256.1,NR_047624.1,NM_001258255.1,NR_047615.1,NR_047609.1,NM_001258270.1,NM_001258266.1,NR_047605.1,NM_001258267.1,NM_007125.4,NR_047606.1,NR_047644.1,NR_047603.1,NM_001258268.1,NR_047602.1,NR_047607.1,NM_001258269.1,NR_047636.1,NR_047622.1,NR_047601.1,NR_047600.1,NR_047628.1,NR_047630.1,NR_047631.1,NR_047623.1,NM_001258249.1,NR_047638.1,NM_001258261.1,NR_047620.1"	GRCh38.p13	chrY:13480121-13480170	RNA	Endogenous	01	All Targets	7404
42120	S1PR4_01	S1PR4	S1PR4	NM_003775.4	GRCh38.p13	chr19:3179278-3179312	RNA	Endogenous	01	All Targets	8698
36722	OR51I1_01	OR51I1	OR51I1	NM_001005288.2	GRCh38.p13	chr11:5441352-5441401	RNA	Endogenous	01	All Targets	390063
34329	FAM243A_01	FAM243A	"FAM243A,FAM243B"	"NM_001364711.1,NM_001282537.2"	GRCh38.p13	"chr21:7770374-7770408,chr21:34400898-34400932"	RNA	Endogenous	01	All Targets	102723451
39135	KRT72_01	KRT72	KRT72	"XM_017018837.1,XM_017018833.1,NM_001146225.2,NM_080747.3,XM_017018834.1,XM_017018835.1,XM_024448846.1,NM_001146226.2,XM_017018836.1"	GRCh38.p13	chr12:52585702-52585745	RNA	Endogenous	01	All Targets	140807
42987	CBL_01	CBL	CBL	NM_005188.4	GRCh38.p13	chr11:119304423-119304457	RNA	Endogenous	01	All Targets	867
42672	DIRAS3_01	DIRAS3	DIRAS3	NM_004675.4	GRCh38.p13	chr1:68046543-68046592	RNA	Endogenous	01	All Targets	9077
46051	ZC3H7B_01	ZC3H7B	ZC3H7B	"XM_011530016.3,NM_017590.6"	GRCh38.p13	chr22:41332180-41332221	RNA	Endogenous	01	All Targets	23264
47934	PREX2_01	PREX2	PREX2	"NM_024870.4,NM_025170.6,XM_011517612.3"	GRCh38.p13	chr8:68044521-68044570	RNA	Endogenous	01	All Targets	80243
42474	CDH7_01	CDH7	CDH7	"NM_001362438.2,NM_001317214.3,NM_033646.3,NM_004361.5"	GRCh38.p13	chr18:65843837-65843886	RNA	Endogenous	01	All Targets	1005
12587	MRPS21_01	MRPS21	MRPS21	"NM_018997.3,NM_031901.6"	GRCh38.p13	chr1:150308052-150308090	RNA	Endogenous	01	All Targets	54460
49690	FAM200A_01	FAM200A	FAM200A	"NM_145111.4,XM_011515913.2,XM_024446681.1"	GRCh38.p13	chr7:99548382-99548431	RNA	Endogenous	01	All Targets	221786
43639	PLCL1_01	PLCL1	PLCL1	"XM_005246643.4,XM_017004339.2,NM_006226.4,XM_005246644.4,XM_011511351.2,XM_017004340.2"	GRCh38.p13	chr2:198084205-198084254	RNA	Endogenous	01	All Targets	5334
47884	NIPAL2_01	NIPAL2	NIPAL2	"NR_135746.2,NM_024759.3,XR_001745598.2,NR_135747.2,XR_001745599.2,NM_001321635.2,NR_135745.2,NM_001321636.2"	GRCh38.p13	chr8:98192314-98192363	RNA	Endogenous	01	All Targets	79815
35654	CBS_01	CBS	"CBS,CBSL"	"XM_011529777.2,NM_001178009.3,NM_001354012.1,NM_001178008.2,XM_011529774.2,NM_001354008.1,XM_024452137.1,NM_001320298.1,XM_024452139.1,XM_024452136.1,XM_024452138.1,NM_001354014.1,NM_001354015.1,NM_001354009.1,XR_002958634.1,XM_017028491.2,XM_017028209.1,NM_001321072.1,XM_024452140.1,NM_001354010.1,NR_148682.1,XM_017028210.1,NM_001354007.1,NM_001354006.1,XR_001754915.1,NM_000071.3,XR_001754916.2,XM_011529783.2,XR_001754917.2,NM_001321073.2"	GRCh38.p13	"chr21:6457934-6457978,chr21:43066256-43066300"	RNA	Endogenous	01	All Targets	875
34598	TMEM275_01	TMEM275	TMEM275	"XM_024451056.1,XM_024451048.1,NM_001357063.3"	GRCh38.p13	chr1:46533365-46533399	RNA	Endogenous	01	All Targets	105378696
50762	ZNF598_01	ZNF598	ZNF598	NM_178167.4	GRCh38.p13	chr16:1998500-1998543	RNA	Endogenous	01	All Targets	90850
51010	LHFPL5_01	LHFPL5	LHFPL5	NM_182548.4	GRCh38.p13	chr6:35823041-35823090	RNA	Endogenous	01	All Targets	222662
36120	CHRM1_01	CHRM1	CHRM1	"NM_000738.3,XM_011544742.2"	GRCh38.p13	chr11:62909457-62909491	RNA	Endogenous	01	All Targets	1128
47628	MS4A5_01	MS4A5	MS4A5	NM_023945.3	GRCh38.p13	chr11:60429623-60429672	RNA	Endogenous	01	All Targets	64232
51501	PRRT3_01	PRRT3	PRRT3	"XM_011533628.2,NM_001318871.1,NM_207351.5,XM_011533629.2,NR_134900.1"	GRCh38.p13	chr3:9949878-9949912	RNA	Endogenous	01	All Targets	285368
41323	MST1R_01	MST1R	MST1R	"XM_011533742.2,XM_011533743.2,XM_011533739.2,NR_134919.2,XM_011533740.2,XM_011533744.2,NM_001244937.3,NM_002447.4,XR_940428.2,XM_011533741.2,XM_005265170.4,NM_001318913.1,XR_001740155.1"	GRCh38.p13	chr3:49891561-49891787	RNA	Endogenous	01	All Targets	4486
40053	SPAG6_01	SPAG6	SPAG6	"NM_001253854.2,NM_001253855.1,XM_005252645.2,NM_172242.3,XM_005252646.2,NM_012443.4"	GRCh38.p13	chr10:22386804-22386853	RNA	Endogenous	01	All Targets	9576
13682	ZIC1_01	ZIC1	ZIC1	NM_003412.4	GRCh38.p13	chr3:147413439-147413473	RNA	Endogenous	01	All Targets	7545
51034	ZNF713_01	ZNF713	ZNF713	"NM_182633.3,NM_001366796.2"	GRCh38.p13	chr7:55939938-55939987	RNA	Endogenous	01	All Targets	349075
51069	ERG_01	ERG	ERG	"NM_001291391.1,NM_001331025.2,NM_001243432.2,NM_001243428.1,NM_182918.4,NM_001243429.1,NM_001136155.1,NM_001136154.1,NM_004449.4"	GRCh38.p13	chr21:38402557-38402606	RNA	Endogenous	01	All Targets	2078
50605	STPG2_01	STPG2	STPG2	"NM_174952.3,XM_011531886.3,XM_024454012.1,XM_017008051.2,XM_017008049.2"	GRCh38.p13	chr4:97712777-97840784	RNA	Endogenous	01	All Targets	285555
35668	COL1A1_01	COL1A1	COL1A1	"XM_011524341.1,XM_005257059.4,XM_005257058.4,NM_000088.4"	GRCh38.p13	chr17:50184763-50184812	RNA	Endogenous	01	All Targets	1277
50600	TCERG1L_01	TCERG1L	TCERG1L	NM_174937.4	GRCh38.p13	chr10:131308272-131308321	RNA	Endogenous	01	All Targets	256536
36161	DRD5_01	DRD5	"DRD5,DRD5P2,LOC101060524"	"NR_111000.1,NM_000798.5,NR_111001.1"	GRCh38.p13	"chr4:9782684-9782733,chr1:144275554-144275603,chr1:144690773-144690822"	RNA	Endogenous	01	All Targets	1816
36725	OR5AK2_01	OR5AK2	OR5AK2	NM_001005323.1	GRCh38.p13	chr11:56989316-56989365	RNA	Endogenous	01	All Targets	390181
49126	C11orf52_01	C11orf52	"C11orf52,HSPB2-C11orf52"	"NM_080659.3,NR_037651.1"	GRCh38.p13	chr11:111926623-111926672	RNA	Endogenous	01	All Targets	91894
35410	ITGB1BP1_01	ITGB1BP1	ITGB1BP1	"XM_006711903.3,NM_001369747.1,NR_134952.2,NM_022334.5,NR_134954.2,NR_134955.2,NR_134956.2,NR_134957.2,NM_001319066.2,NM_001319067.2,XM_017005270.1,NM_001369748.1,NR_134951.2,NM_001369744.1,NM_001369749.2,NM_001369745.1,NM_001319068.2,XM_017005267.1,NM_004763.5,NR_134953.2,NM_001319069.2,NM_001369746.1,NM_001369750.1,NM_001319070.2"	GRCh38.p13	chr2:9406837-9406886	RNA	Endogenous	01	All Targets	9270
44844	HIBCH_01	HIBCH	HIBCH	"XR_922903.2,NM_014362.4,XM_011510953.2,XM_011510954.1,NM_198047.3"	GRCh38.p13	chr2:190252272-190261169	RNA	Endogenous	01	All Targets	26275
36086	ALDH1B1_01	ALDH1B1	ALDH1B1	"NM_000692.5,XM_011517802.2"	GRCh38.p13	chr9:38396942-38396986	RNA	Endogenous	01	All Targets	219
44248	PNKP_01	PNKP	PNKP	NM_007254.4	GRCh38.p13	chr19:49861342-49861462	RNA	Endogenous	01	All Targets	11284
48549	GON7_01	GON7	GON7	NM_032490.5	GRCh38.p13	chr14:93206892-93206932	RNA	Endogenous	01	All Targets	84520
38245	IGLON5_01	IGLON5	IGLON5	NM_001101372.2	GRCh38.p13	chr19:51330619-51330668	RNA	Endogenous	01	All Targets	402665
44873	CACNG5_01	CACNG5	CACNG5	"NM_001371476.1,NM_145811.3"	GRCh38.p13	chr17:66879036-66880583	RNA	Endogenous	01	All Targets	27091
46991	SRGAP1_01	SRGAP1	SRGAP1	"XM_024449096.1,XM_024449097.1,NM_001346201.2,XM_011538581.2,NM_020762.4,XM_011538580.2"	GRCh38.p13	chr12:64063026-64063075	RNA	Endogenous	01	All Targets	57522
42839	DOCK2_01	DOCK2	DOCK2	"XM_017009190.2,XM_011534451.2,XM_011534448.2,XM_005265830.4,XM_011534450.2,XM_011534449.2,NR_156756.1,XM_017009189.1,NM_004946.3"	GRCh38.p13	chr5:169759729-169761521	RNA	Endogenous	01	All Targets	1794
44226	DDX20_01	DDX20	DDX20	NM_007204.5	GRCh38.p13	chr1:111756667-111756716	RNA	Endogenous	01	All Targets	11218
50369	KCNH2_01	KCNH2	"KCNH6,KCNH2"	"XM_017025178.2,XM_017012195.1,NM_172056.2,NM_001278920.2,NM_172057.2,NM_173092.3,NM_000238.4,XM_017025175.1,XM_011525310.2,NM_030779.4,XM_011525311.1,XM_011516186.3,XM_011516185.2,NM_001204798.2,XM_011525308.2,XR_934568.1,XM_011525309.2,XM_017025180.2,XM_017025177.1,XM_017025176.2,XM_011525313.1,NM_001278919.2,XM_017012196.1,XM_017025179.2,XM_011525312.1"	GRCh38.p13	"chr7:150952458-150952503,chr17:63534233-63534278"	RNA	Endogenous	01	All Targets	81033
34972	SETD9_01	SETD9	SETD9	"NM_001171990.3,XM_011543140.3,NR_136555.2,NM_153706.4,NM_001323020.2,XM_005248426.4,NR_136556.1,NM_001323018.1,NR_136557.1,NM_001323019.2,NM_001323022.1,NR_136558.2,XM_011543139.2"	GRCh38.p13	chr5:56913057-56913106	RNA	Endogenous	01	All Targets	133383
51983	KCNG2_01	KCNG2	KCNG2	"XM_017025704.2,NM_012283.1,XM_011525920.3,XM_011525918.3,XM_017025705.2"	GRCh38.p13	chr18:79863842-79863876	RNA	Endogenous	01	All Targets	26251
42191	TMEM11_01	TMEM11	TMEM11	"NR_024547.2,NM_003876.3"	GRCh38.p13	chr17:21198286-21198335	RNA	Endogenous	01	All Targets	8834
50794	C20orf85_01	C20orf85	C20orf85	NM_178456.3	GRCh38.p13	chr20:58151028-58153576	RNA	Endogenous	01	All Targets	128602
36426	ASTL_01	ASTL	ASTL	"XM_011511207.2,XM_011511205.2,XM_011511208.2,XM_011511206.2,NM_001002036.3"	GRCh38.p13	chr2:96130131-96132574	RNA	Endogenous	01	All Targets	431705
37715	ANKZF1_01	ANKZF1	ANKZF1	"XR_922953.2,NM_001282792.2,XM_017004420.2,XR_922952.2,XR_427096.2,XM_017004421.2,XM_011511392.3,XR_427097.2,NM_018089.3,XR_001738810.2,XR_001738807.2,XR_001738808.2,XM_005246663.3,XR_001738809.2,NM_001042410.2"	GRCh38.p13	chr2:219234148-219234193	RNA	Endogenous	01	All Targets	55139
40080	PRELID3B_01	PRELID3B	PRELID3B	"NM_016045.3,NM_001256403.2"	GRCh38.p13	chr20:59033968-59034017	RNA	Endogenous	01	All Targets	51012
42086	TP63_01	TP63	TP63	"NM_001329964.1,NM_001329150.2,NM_001329144.2,NM_001329146.2,NM_001329145.2,NM_001329148.2,NM_001329149.2,NM_001114980.2,NM_003722.5,NM_001114982.2,NM_001114979.2,NM_001114981.2,NM_001114978.2"	GRCh38.p13	chr3:189869401-189872902	RNA	Endogenous	01	All Targets	8626
41726	SNRPF_01	SNRPF	SNRPF	NM_003095.3	GRCh38.p13	chr12:95861252-95865326	RNA	Endogenous	01	All Targets	6636
43331	ACTR1A_01	ACTR1A	ACTR1A	NM_005736.4	GRCh38.p13	chr10:102484363-102485644	RNA	Endogenous	01	All Targets	10121
38168	NIPAL4_01	NIPAL4	NIPAL4	"NM_001099287.2,XM_011534552.1,XM_024446043.1,NM_001172292.1"	GRCh38.p13	chr5:157473267-157473313	RNA	Endogenous	01	All Targets	348938
39092	SORBS2_01	SORBS2	SORBS2	"XM_017008765.2,XM_017008764.2,XM_005263310.2,NM_001145673.2,XM_005263307.2,XM_005263311.2,XM_017008767.2,NM_001145674.1,XM_017008763.2,XM_017008766.2,NM_001145675.2,XM_005263312.2,XM_017008762.2,XM_017008754.2,NM_021069.5,XM_017008738.2,XM_017008750.2,XM_017008755.2,XR_002959769.1,XM_017008751.2,XM_017008761.2,XM_017008756.2,XM_017008760.2,XM_017008752.2,XM_017008739.2,XM_005263308.2,XM_024454258.1,XM_024454259.1,NM_001145671.2,XM_005263313.2,XM_024454260.1,XM_017008772.2,XM_017008773.2,XM_017008748.2,NM_003603.6,XM_024454257.1,XM_017008744.2,XM_017008770.2,NM_001145670.1,XM_017008774.2,XM_017008771.2,XM_017008758.2,XM_006714388.2,XM_017008775.2,XM_017008759.2,XM_017008743.2,XM_006714390.2,XM_017008753.2,NM_001145672.1,XM_017008757.1,XM_017008741.2,XM_017008769.2,XM_017008740.2,XM_017008768.2,NM_001270771.2"	GRCh38.p13	chr4:185646688-185646737	RNA	Endogenous	01	All Targets	8470
45712	HSPB11_01	HSPB11	HSPB11	"NR_167990.1,NM_001382253.1,NR_167991.1,NR_167994.1,NM_001316935.2,NM_016126.4,NM_001382261.1,NR_167989.1,NR_133632.2,NR_167992.1,NM_001382250.1,NR_167993.1,NR_167995.1,NM_001382249.1,NR_133633.2"	GRCh38.p13	"chr1:53930137-53940033,chr1:53923947-53940033,chr1:53930116-53940033,chr1:53930145-53940033"	RNA	Endogenous	01	All Targets	51668
40206	STRIP1_01	STRIP1	STRIP1	"XM_017002629.2,XR_002957854.1,XM_006710995.2,NR_073071.1,NM_001270768.1,NM_033088.4"	GRCh38.p13	chr1:110043174-110043214	RNA	Endogenous	01	All Targets	85369
47002	SORCS2_01	SORCS2	SORCS2	"NM_020777.3,XM_017008481.1,XM_011513516.2,XM_011513515.2,XM_011513514.2,XM_005247987.4"	GRCh38.p13	chr4:7682796-7682831	RNA	Endogenous	01	All Targets	57537
13286	SMIM32_01	SMIM32	SMIM32	NM_001350994.2	GRCh38.p13	chr5:136192282-136192319	RNA	Endogenous	01	All Targets	389332
38439	HMSD_01	HMSD	HMSD	"XM_011525930.2,XM_017025710.1,NM_001123366.2"	GRCh38.p13	chr18:63954512-63960161	RNA	Endogenous	01	All Targets	284293
661	BAP1_01	BAP1	BAP1	"XM_017007303.2,XM_011534150.3,XM_011534151.3,XM_011534149.3,NM_004656.4,XM_011534152.2"	GRCh38.p13	chr3:52408504-52408553	RNA	Endogenous	01	All Targets	8314
38739	ZMAT4_01	ZMAT4	ZMAT4	"XM_024447275.1,NM_001135731.2,NM_024645.3,XM_024447276.1,XM_024447277.1,XM_017013837.2,XM_017013840.1,XM_017013838.2,XM_017013836.2"	GRCh38.p13	chr8:40697280-40697329	RNA	Endogenous	01	All Targets	79698
50453	FAM117B_01	FAM117B	FAM117B	NM_173511.4	GRCh38.p13	chr2:202726269-202726318	RNA	Endogenous	01	All Targets	150864
